WKT,nama,deskripsi
"POLYGON ((106.8818742 -6.2948634, 106.8837196 -6.2999822, 106.8838698 -6.3004941, 106.8841678 -6.3019276, 106.8845541 -6.3026954, 106.8860346 -6.3039111, 106.8870002 -6.3046042, 106.88891 -6.3051694, 106.889425 -6.3052441, 106.8916673 -6.3057666, 106.8941564 -6.3063745, 106.895991 -6.306929, 106.8988771 -6.3082406, 106.899907 -6.3091044, 106.9008083 -6.3098189, 106.9019241 -6.3107147, 106.9031901 -6.3110132, 106.9049925 -6.3111625, 106.9059948 -6.3111861, 106.9073038 -6.3095012, 106.9082908 -6.3077736, 106.9092135 -6.3064726, 106.9106082 -6.3057475, 106.9113003 -6.3055722, 106.9137679 -6.3063401, 106.9154845 -6.3069799, 106.9168578 -6.303994, 106.9168385 -6.3035551, 106.915551 -6.3027233, 106.9137915 -6.3018275, 106.9125899 -6.3014009, 106.9092639 -6.2993748, 106.9033416 -6.2974979, 106.8999942 -6.2965595, 106.8993076 -6.2980098, 106.8979343 -6.2980098, 106.8957027 -6.2974126, 106.8922694 -6.297242, 106.8908961 -6.2963035, 106.8896945 -6.294256, 106.8818742 -6.2948634))",Taman mini Inodonesia Indah,
