WKT,nama,deskripsi
"POLYGON ((106.83102 -6.1799895, 106.8268358 -6.1802669, 106.8238854 -6.1803202, 106.8231665 -6.1799468, 106.8233597 -6.1715203, 106.8289494 -6.1714883, 106.8292122 -6.1734349, 106.8298157 -6.1735976, 106.82986 -6.1757696, 106.8297326 -6.1780269, 106.83102 -6.1799895))",Monas jkrt,
