WKT,nama,deskripsi
"POLYGON ((106.850921 -6.2328344, 106.8508947 -6.2328962, 106.8508088 -6.2330722, 106.8507445 -6.2332215, 106.8507284 -6.2333175, 106.8507069 -6.2334935, 106.8506801 -6.2336481, 106.8507176 -6.2339521, 106.8507445 -6.2342187, 106.8508732 -6.2344534, 106.851002 -6.2345547, 106.8513882 -6.234784, 106.8518013 -6.2350399, 106.8521124 -6.2352266, 106.8523431 -6.2353919, 106.8524355 -6.2355207, 106.8524496 -6.2355394, 106.852528 -6.2356414, 106.852577 -6.2357354, 106.8525991 -6.2357907, 106.8526139 -6.235826, 106.8526226 -6.2358534, 106.8526333 -6.2358934, 106.8526474 -6.2359407, 106.8526709 -6.2360027, 106.8526715 -6.2360473, 106.8527372 -6.2360373, 106.8527607 -6.2360227, 106.8527775 -6.235996, 106.8527815 -6.23595, 106.8527775 -6.2358994, 106.8527896 -6.2358887, 106.8528063 -6.2358934, 106.852811 -6.235936, 106.852809 -6.2360027, 106.8527822 -6.2360427, 106.8527664 -6.2360713, 106.8526967 -6.2360927, 106.8527181 -6.2362313, 106.8526806 -6.2364659, 106.8526216 -6.2367272, 106.8523426 -6.2376231, 106.8520637 -6.238583, 106.8518491 -6.2394789, 106.8517311 -6.2398788, 106.8517847 -6.2400015, 106.8520798 -6.2405827, 106.8522997 -6.241132, 106.8524821 -6.2415586, 106.8526323 -6.2418572, 106.8527288 -6.2421185, 106.8533404 -6.2420705, 106.8539358 -6.2420386, 106.8537481 -6.2418519, 106.8534799 -6.241548, 106.8532331 -6.2411907, 106.8531044 -6.2409027, 106.8529971 -6.2404494, 106.8529542 -6.2400228, 106.8529434 -6.2394896, 106.8530185 -6.2392283, 106.8530775 -6.2389936, 106.8531687 -6.238711, 106.8532599 -6.2384017, 106.8534155 -6.2378898, 106.8535335 -6.2374098, 106.8535603 -6.2369885, 106.8535711 -6.2365886, 106.8535657 -6.2362953, 106.8535121 -6.2357407, 106.8534369 -6.2354154, 106.8533511 -6.2350794, 106.8532707 -6.2347115, 106.8528576 -6.2347861, 106.8527718 -6.2342849, 106.8525733 -6.2335063, 106.8523104 -6.2335063, 106.8520798 -6.2335223, 106.8517203 -6.2335116, 106.8516828 -6.2335703, 106.8513448 -6.2335383, 106.8513019 -6.2334743, 106.851259 -6.2332663, 106.8512912 -6.233037, 106.8510766 -6.232941, 106.850921 -6.2328344))",Tebet Echo Park,
